var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75
0,0.0365603680991029,0.0179798067905672,0.0414021495557559,0.0158252029499676,0.025876337676485,0.014772218685164,0.109419955218726,0.0278018034326462,0.0231401716476653,0.0515784249776005,0.0224945607210214,0.0228980419146284,0.0254465076005109,0.0181717657548981,0.0312628392529437,0.0159903850297813,0.0231401716476653,0.00879885482719291,0.00762888152467968,0.00813100116380974,0.0132860356107965,0.0100451150546101,0.0115265499801247,0.00575029225817523,0.0124644426834175,0.0106751154944993,0.0115265499801247,0.0147864809651458,0.0115092390764944,0.0152729749591117,0.0132975711604135,0.0108336653243284,0.0126601555832734,0.0113304688200854,0.0110845102511472,0.0160070985137436,0.0163313351092551,0.0087485939997011,0.0107954910992219,0.0148437886697052,0.0105719741096885,0.0087485939997011,0.0115526376028459,0.00705284903507213,0.0087386215496032,0.0143032647543129,0.00835266436903038,0.0172314824812626,0.0115875946784573,0.0172508923787707,0.0122159410683706,0.00667776845913936,0.00712501599344558,0.00625768122794312,0.00753136212644495,0.00373083098814859,0.00258588890096626,0.00312310382473538,0.00338536147347083,0.00395834578526546,0.00346187889536606,0.0027928457739744,0.00392890280402148,0.00420845552922433,0.00515437594784538,0.00391885367020501,0.0018476456027216,0.00143461271633878,0.00161829262553705,0.00175392528086369,0.00186564521085331,0.00153279852729632,0.00161539748078458,0.00178957206410661
0.0296187179454393,0,0.0213234393138867,0.0271558945456079,0.017703633006106,0.0551566281893883,0.0165249572916777,0.0433924494786488,0.0305670959493138,0.0324875457317052,0.096203428652266,0.0256410012795207,0.0496409717273158,0.0218106165496066,0.0233714526226222,0.037267995924566,0.0180381385380728,0.0324875457317052,0.00896693357399803,0.00714875854774704,0.00776610634739274,0.0140546371237599,0.0112208320593227,0.0128205006397604,0.0053538529030712,0.0149341009172419,0.0170236505687192,0.0128205006397604,0.00924069130174092,0.00757646513148591,0.00951705462232328,0.00850599285946745,0.00721107028557158,0.00960545335050322,0.00915209464385817,0.00826798889318556,0.0120839767655198,0.0121430999569641,0.00742239202764729,0.0105979870150115,0.0147390000199709,0.0101556863663611,0.00766537240897524,0.0116418747689434,0.00665785893334634,0.00911847548922852,0.0150063409245385,0.00743127791550933,0.0147040777077359,0.00980271413759685,0.0130359666252849,0.0115983519054617,0.00532857352369294,0.00567974596466687,0.00499808870970355,0.00599818054384846,0.00311189304620736,0.0021374905370843,0.00259248722037573,0.00281603292752757,0.00330763974331165,0.00288141004744645,0.00231232603332441,0.00328226103789639,0.00352364028350804,0.00434836278911221,0.003273611004224,0.00151844281746369,0.00117521275729677,0.00132758567027129,0.00144036993379297,0.00153345910832884,0.00125661152816795,0.00130386968271526,0.00147005523557939
0.011919555610701,0.0174492434449641,0,0.0144871095903683,0.088308345765197,0.0277471535973036,0.0472346985516655,0.0142233316204484,0.0205160821922294,0.0445414925530885,0.0184309623542262,0.0435856613977082,0.0167305718743983,0.0209823596893966,0.0278996190727616,0.0286877431705931,0.0467993558386272,0.0445414925530885,0.0102788085201768,0.00870219382665089,0.00799013340463096,0.0246491708074521,0.00708191032163793,0.0110505525280402,0.00547464635764079,0.013968997472879,0.0109198511143811,0.0110505525280402,0.00639915849726182,0.00588040737301485,0.00778196675639756,0.00596327608656419,0.00568614399854725,0.0066116309042584,0.00644382217310888,0.00651408808918004,0.0101150005269885,0.00802168650612208,0.00876226282637595,0.0172418694961405,0.0218867629188575,0.0158679068402629,0.00979311313865873,0.0209823596893966,0.0081439176812697,0.0128225484145155,0.0414508610010156,0.00753931206814212,0.0183643011219741,0.0105456532496331,0.0135406099434772,0.0141048073938461,0.00556158674422156,0.00600914802310757,0.00512902527706204,0.00648497219847704,0.00291404844829829,0.0019150456180481,0.00237055857052592,0.00260130074820539,0.00312571869787565,0.00266967742690599,0.00208788142895625,0.00309806525187063,0.00336385393546883,0.00431963514073725,0.0030886409366645,0.00132404860258207,0.00099465827887047,0.00114815600738174,0.00125175187456268,0.00133800212202263,0.00108347593252869,0.00112650455500687,0.00127918172731507
0.0324462549457744,0.0262693969850695,0.0171257022203526,0,0.0146403789319298,0.0269172894966471,0.0139756805317463,0.0533560535018081,0.093789945351809,0.0209148270456141,0.0366009473298246,0.0267374406333503,0.0169803553921505,0.0510855856378299,0.0167435314219266,0.0342026037738991,0.0150817959033108,0.0209148270456141,0.00759336586600421,0.00697566665317441,0.00696756348958711,0.0121141429131079,0.00768081099233979,0.00943798788607773,0.00493225263336851,0.011115846575912,0.00948270692313958,0.00943798788607773,0.0133687259069915,0.0100629614980921,0.0139756805317463,0.0118393578995314,0.00940839484755078,0.0141736923329494,0.0131779521679165,0.0118627561687239,0.0206273408332308,0.0208060856090433,0.00894568226472424,0.011886250870874,0.0191164250625494,0.0113362720518359,0.00824526733321313,0.0131346984925347,0.00691140387006137,0.00919227880676335,0.0160496110404655,0.00892572972678804,0.0233562467843763,0.0125053294942696,0.0236787297748537,0.0140246614862554,0.00600555808872638,0.00647176461928804,0.00557599084108909,0.00690345653654306,0.00315011777216904,0.00213272037209998,0.00260414913164394,0.00283809269135507,0.00335807020407335,0.002906810083133,0.00231312110444159,0.00333104661471081,0.00358897647501834,0.00448453397785249,0.00332183866484967,0.00150139546189274,0.0011562280157451,0.00130902551279492,0.00142256990461971,0.00151655797218147,0.00123776312948672,0.00128520735843327,0.001452522645066
0.0103910292641116,0.0143488131872967,0.0874653393321784,0.0122664787453703,0,0.0207392082276743,0.100585142573936,0.0120750458414891,0.016489365677064,0.0292398699138722,0.0150127047883649,0.02890377479815,0.0138546986596909,0.0167921772779258,0.024774663443577,0.0212653603631671,0.089013411533633,0.0292398699138722,0.0113784128824484,0.00956132196485463,0.00870867194442331,0.0326575121803136,0.0064230655549555,0.0108272465883415,0.00574443794232108,0.0140482041719772,0.0109569907035275,0.0108272465883415,0.00589595908282424,0.00546064691469437,0.00708345714103918,0.00552058569589744,0.0052911707792886,0.00607765599654553,0.00594826375640233,0.00600508425727634,0.00898884176216732,0.00726246903155561,0.00857503436994552,0.0180260151129873,0.0179616295914351,0.0153799920750993,0.00957042504832369,0.020197819492992,0.0085241688125989,0.0148574816413802,0.0391381933215143,0.00739053398264399,0.0149903346691736,0.0102953016880016,0.011588152656275,0.0137037003551498,0.00546658136633075,0.00644776940779147,0.00532760301957326,0.00636614435107424,0.00275425271670299,0.00183884730464933,0.00225983637281674,0.00247077345856093,0.00294452958519,0.00253299532916377,0.00199931081364778,0.0029197452284965,0.00315709606901075,0.0039946485423701,0.00291129612909194,0.00128346641404433,0.000983814223664247,0.00111612297219539,0.0012147969894913,0.00129670344378328,0.00105435360645723,0.00109546275493821,0.00124086860286683
0.0179242564732319,0.0471607119243509,0.0289922375349585,0.0237918371472642,0.0218786858327348,0,0.0198339477076234,0.0293937970674109,0.026863703952486,0.0447728292148618,0.0520154971242131,0.0359700419303831,0.0292318490109784,0.0222923513221135,0.0336862235089945,0.0982514918228432,0.0224812734270606,0.0447728292148618,0.00906162376127856,0.00698102976823424,0.0075524303175049,0.0159087826460372,0.00857813716532741,0.0123099336533996,0.00504092756709769,0.0158375502072415,0.0138166126405076,0.0123099336533996,0.00796633977897471,0.00652191691066195,0.00829645316543255,0.0073281526418244,0.00620535416650034,0.00828349670326709,0.00788933477520788,0.00636924349959709,0.0108498588945527,0.0104957114776909,0.00707882242946595,0.0111111585629966,0.0158612235295411,0.010547875799026,0.00756318979554858,0.0124837233121887,0.00643881013401374,0.00926738488171959,0.0173668735103103,0.00708828731129956,0.0158139510030456,0.00970828939183333,0.0122248423645267,0.0118296088122191,0.00492169006788223,0.00527393789951301,0.00459357169371378,0.00559660241655599,0.00267418241428762,0.00183393759127435,0.00222596692531431,0.00241877173800259,0.00284329244130883,0.00247519121054965,0.00198450990851401,0.0028213698503821,0.00303002775337335,0.00374423319703592,0.00281388886312234,0.00130150139232035,0.00100675191488261,0.00113755894124934,0.00123442821443999,0.00131440458209883,0.0010766190364444,0.00111719607316589,0.00125993742672521
0.010720079258991,0.0148025629774497,0.0517056941014523,0.0129414681008825,0.111167240247471,0.0207789258055376,0,0.0123932243565992,0.0132027558177187,0.0287253812980612,0.0189382074314696,0.0264683869607737,0.0146272629364189,0.0160183329198334,0.0231598382671378,0.0203230835793198,0.140718032313458,0.0287253812980612,0.00812032225463939,0.0112860096003785,0.0104874732974193,0.0405719860774547,0.00685371588272736,0.0116162215325276,0.00442896967530947,0.0161580255242328,0.00989032724129497,0.0116162215325276,0.00637061676813949,0.00572436845291234,0.00731363729191609,0.00597352733002652,0.00555558319839031,0.00657017319445724,0.00589746648574994,0.00647450263572406,0.0090379857125717,0.00755726041231764,0.00630199344433689,0.0141614285237421,0.0149418336866559,0.012866573939172,0.0109632351887033,0.0160646339760363,0.00700487018889766,0.00993451623321847,0.0245402353374935,0.0064110261744454,0.0128220627021471,0.0085316409493404,0.0106891527883512,0.0117886744280838,0.00595751925459534,0.00744589302291992,0.00610473802922546,0.00668072914739468,0.00309916476234182,0.00205674958119728,0.00253459085929556,0.00277502339729958,0.00331743049335983,0.00284605935335268,0.00223856359988876,0.00328897165664448,0.00356190969863932,0.00453188816051118,0.00328314665583476,0.00143035557610615,0.00109470494902192,0.00124250512369954,0.0013532276993551,0.0014459855959138,0.00116686698346417,0.00121933793332629,0.00138250913463514
0.0913279114839617,0.0447059639531404,0.0179074309683989,0.0568262511390344,0.0153492267569813,0.0354180254267969,0.0142540749240174,0,0.0311092638323394,0.0215978143303306,0.0779628538807048,0.0236338419718925,0.0235035021226966,0.0276751215347372,0.0181876335119824,0.0365311669751455,0.0156306945047744,0.0215978143303306,0.00770699962930493,0.00688524949517922,0.00729373407052373,0.012621826042378,0.00913279472073747,0.0102533392021877,0.0046578932076171,0.0118607707311372,0.00987329046357253,0.0102533392021877,0.0113854923043798,0.00901686480325093,0.0117951148192752,0.0103195443615242,0.00851826568595981,0.0117733912629966,0.0104119734829366,0.0102698069513321,0.0155925672037997,0.015707499842674,0.00778205303149308,0.00999680267546334,0.014333974802566,0.00941524858357633,0.00792678941611857,0.0107806934342116,0.00614411445209943,0.00792678941611857,0.0135014838289387,0.00815427610995311,0.0170706308580813,0.0108171849005672,0.0169125726173666,0.0112157085975934,0.00574905555401304,0.00614706795969104,0.00537674279490169,0.00651013654145695,0.00316796417056291,0.00218412705061223,0.00264444536788847,0.00287001434704827,0.00336471384448223,0.00293591288042341,0.00236119907788363,0.00333923151534452,0.003581486119256,0.00440589578705404,0.00346877837919616,0.00155527776477649,0.00122294648201497,0.00136077857284497,0.0014757494469347,0.0016006422198895,0.00130856089725347,0.00133660042737007,0.0015060009447345
0.0209265978867055,0.0284003795862908,0.0232940523666654,0.0900824640677661,0.0189025471701083,0.0291912850618128,0.0136942415459954,0.0280548790982856,0,0.0216333162435342,0.0362596069287528,0.0255100728557096,0.0165194236333296,0.0847834959090348,0.0177940684512583,0.0334219035562301,0.0151121307792679,0.0216333162435342,0.0071886211077158,0.00749710943914894,0.00612025734890196,0.0120360665948345,0.00741992393104139,0.00967328276365388,0.00469485004229972,0.0114051028187966,0.00929883955581666,0.00967328276365388,0.0113713525321868,0.00880867580615079,0.0122665505948362,0.0102040339746838,0.00828344695439035,0.0111838547431881,0.00982997131834219,0.0104443425122386,0.0171585622192729,0.0151917714150137,0.00875516234610286,0.009420383139578,0.0203720007954513,0.00884923977668177,0.00898018103600111,0.0108268108598164,0.00569128587702855,0.00740087555009497,0.0129266295805375,0.00897319351991524,0.0272589935661546,0.013470271889585,0.018964730761056,0.0141652985232155,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00606552169436816,0.00342865689052325,0.00145992977045308,0.00113803354267496,0.00127086321328497,0.00138239827593286,0.00150431083356493,0.00122042856249311,0.00124749075724271,0.00141184739100902
0.0112257043938231,0.0194539696119461,0.0325939314517556,0.0129467158601717,0.0216029560556909,0.0313561854672469,0.0192026231832793,0.012553066674433,0.0139426223375178,0,0.0174856847523699,0.0313561854672469,0.0164048959742334,0.0146000360383071,0.035557014556223,0.0292575444407391,0.0238186406175801,0.371570821318432,0.006971307708236,0.00488909162105093,0.00568151113383738,0.014657629520733,0.00595943870393806,0.00967632102063045,0.00350538424164694,0.0128127875684889,0.00960131591729326,0.00967632102063045,0.00506227348898373,0.0042832379810322,0.00562559687014288,0.00476678549548761,0.0040169853500251,0.00525560165604008,0.00476678549548761,0.00534249711602064,0.00727144794218976,0.00651878637686419,0.00472135704870928,0.00619284448425708,0.0106011682558624,0.007138729968387,0.00517508220948078,0.0106467303653373,0.00419143766242319,0.00680532675586788,0.0157112410823682,0.00473942270844638,0.0109285518888178,0.00657065745212936,0.0077979189174179,0.00788897565617134,0.00332056485152428,0.00340734157231323,0.0030419239811433,0.00380903171554774,0.00176058427583504,0.00122167282896567,0.00166362658856808,0.00149255542331431,0.00186484701877735,0.00162577841717604,0.00131879402593909,0.00183084824653291,0.00197276602043357,0.00267028631636476,0.00183401419241013,0.000928228490517628,0.000725724638882253,0.000809437282936515,0.000879560129185357,0.000972824465258698,0.000777668006633379,0.00079471567786402,0.000898056948446042
